timestamp,merchant_category,amount (INR),transaction_status
2023-03-19,Education,2732,SUCCESS
2025-05-07,Fuel,2319,SUCCESS
2024-11-26,Other,2271,SUCCESS
2025-05-31,Transport,5122,SUCCESS
2024-02-04,Shopping,22,SUCCESS
2025-09-17,Transport,635,FAILED
2022-12-25,Education,22,SUCCESS
2023-06-24,Healthcare,2686,SUCCESS
2025-09-25,Shopping,1353,SUCCESS
2025-11-16,Utilities,1538,SUCCESS
2024-04-16,Healthcare,750,SUCCESS
2024-09-10,Other,668,SUCCESS
2021-06-15,Other,22,SUCCESS
2023-12-05,Utilities,1320,SUCCESS
2024-04-12,Other,1032,SUCCESS
2025-04-15,Shopping,4239,SUCCESS
2026-03-25,Other,500,SUCCESS
2022-03-18,Grocery,3056,SUCCESS
2019-02-24,Shopping,6479,SUCCESS
2025-12-09,Utilities,22,SUCCESS
2020-10-02,Other,2291,SUCCESS
2018-03-22,Food,1241,SUCCESS
2022-03-24,Other,22,SUCCESS
2024-09-25,Food,1573,SUCCESS
2023-07-21,Food,22,SUCCESS
2020-10-09,Utilities,22,SUCCESS
2026-02-02,Food,1619,SUCCESS
2025-07-31,Entertainment,1140,SUCCESS
2021-05-24,Entertainment,2615,SUCCESS
2022-10-16,Education,2968,SUCCESS
2023-07-30,Other,22,SUCCESS
2025-08-01,Utilities,3837,SUCCESS
2023-10-28,Food,2686,SUCCESS
2023-07-03,Other,4657,SUCCESS
2026-05-22,Entertainment,3085,SUCCESS
2019-10-09,Food,3606,SUCCESS
2026-05-09,Transport,1887,SUCCESS
2021-03-25,Transport,1151,SUCCESS
2025-11-25,Grocery,2560,SUCCESS
2024-07-06,Healthcare,1344,SUCCESS
2025-08-19,Utilities,2779,SUCCESS
2024-08-14,Grocery,22,SUCCESS
2018-11-25,Food,196,SUCCESS
2025-01-01,Other,22,SUCCESS
2024-10-09,Other,518,SUCCESS
2023-12-23,Other,22,SUCCESS
2019-12-25,Food,3469,SUCCESS
2025-02-18,Healthcare,4125,SUCCESS
2022-07-25,Grocery,1362,SUCCESS
2022-01-24,Shopping,847,SUCCESS
2026-04-17,Entertainment,1151,SUCCESS
2021-09-24,Food,3492,SUCCESS
2026-03-31,Grocery,22,SUCCESS
2025-03-16,Grocery,22,SUCCESS
2019-06-09,Transport,2967,SUCCESS
2025-06-07,Education,591,SUCCESS
2024-10-31,Other,1370,SUCCESS
2025-05-23,Education,2638,SUCCESS
2018-08-04,Shopping,2131,SUCCESS
2024-12-10,Utilities,1876,FAILED
2019-08-18,Food,1670,SUCCESS
2021-09-28,Grocery,2597,SUCCESS
2025-08-10,Food,22,SUCCESS
2022-01-09,Education,1404,SUCCESS
2020-10-16,Fuel,1252,SUCCESS
2024-03-20,Transport,6914,SUCCESS
2021-03-19,Grocery,22,SUCCESS
2023-09-12,Other,2986,SUCCESS
2022-11-23,Grocery,491,SUCCESS
2024-04-18,Other,22,SUCCESS
2024-08-15,Other,2596,SUCCESS
2024-10-11,Healthcare,22,SUCCESS
2025-09-22,Fuel,22,SUCCESS
2024-04-06,Healthcare,275,SUCCESS
2026-02-26,Transport,22,SUCCESS
2022-04-16,Other,22,SUCCESS
2019-07-22,Food,1545,SUCCESS
2020-01-07,Grocery,1626,FAILED
2021-04-17,Shopping,88,SUCCESS
2022-01-24,Entertainment,22,SUCCESS
2024-04-28,Fuel,538,SUCCESS
2025-04-25,Food,211,SUCCESS
2023-12-30,Grocery,1384,SUCCESS
2023-06-01,Entertainment,4365,SUCCESS
2025-10-10,Grocery,22,SUCCESS
2022-04-11,Entertainment,22,SUCCESS
2021-10-15,Entertainment,522,FAILED
2023-08-11,Other,2229,SUCCESS
2024-06-20,Utilities,22,SUCCESS
2025-12-14,Utilities,2882,SUCCESS
2020-10-20,Fuel,2338,SUCCESS
2025-11-11,Utilities,205,SUCCESS
2024-10-04,Other,22,SUCCESS
2026-03-28,Other,529,SUCCESS
2024-11-30,Shopping,2902,SUCCESS
2021-10-05,Food,2743,SUCCESS
2025-09-05,Food,22,SUCCESS
2024-03-29,Grocery,155,SUCCESS
2025-12-27,Grocery,3116,SUCCESS
2025-08-13,Utilities,22,SUCCESS
2023-01-07,Other,2094,FAILED
2019-03-10,Food,22,SUCCESS
2025-12-19,Fuel,1456,SUCCESS
2026-04-10,Food,22,SUCCESS
2026-01-12,Shopping,1285,SUCCESS
2024-03-03,Shopping,22,SUCCESS
2022-10-13,Grocery,1638,SUCCESS
2023-08-11,Food,914,FAILED
2023-09-18,Grocery,1252,SUCCESS
2025-07-08,Food,3549,SUCCESS
2022-07-27,Shopping,22,SUCCESS
2025-09-27,Entertainment,924,SUCCESS
2018-01-23,Food,685,SUCCESS
2022-12-23,Utilities,1759,SUCCESS
2021-03-10,Other,251,SUCCESS
2026-03-12,Food,2655,SUCCESS
2022-06-26,Other,901,SUCCESS
2024-09-16,Education,1777,SUCCESS
2024-01-01,Other,606,SUCCESS
2023-06-04,Utilities,2591,SUCCESS
2021-04-11,Food,433,SUCCESS
2021-12-28,Fuel,6161,SUCCESS
2019-03-14,Utilities,22,SUCCESS
2024-09-10,Fuel,1684,SUCCESS
2022-06-01,Other,22,SUCCESS
2022-11-09,Transport,806,SUCCESS
2026-02-19,Food,1983,FAILED
2017-12-02,Grocery,102,SUCCESS
2024-10-19,Food,4066,SUCCESS
2024-08-20,Grocery,3250,FAILED
2023-11-07,Other,2605,SUCCESS
2020-05-29,Other,3199,SUCCESS
2023-06-08,Shopping,52,SUCCESS
2023-02-13,Fuel,5023,SUCCESS
2024-07-09,Utilities,1837,SUCCESS
2023-02-15,Other,3449,FAILED
2022-07-19,Fuel,22,SUCCESS
2025-08-23,Healthcare,1769,SUCCESS
2019-12-17,Food,573,FAILED
2025-07-09,Fuel,1894,SUCCESS
2026-03-17,Transport,22,SUCCESS
2024-09-02,Food,22,SUCCESS
2022-06-10,Fuel,4140,SUCCESS
2023-01-13,Other,327,SUCCESS
2026-01-11,Healthcare,22,SUCCESS
2025-09-30,Food,22,SUCCESS
2020-07-12,Food,3147,SUCCESS
2022-02-08,Healthcare,22,SUCCESS
2026-02-20,Grocery,773,SUCCESS
2025-05-30,Healthcare,2793,SUCCESS
2024-09-05,Transport,1390,SUCCESS
2025-02-02,Food,2389,SUCCESS
2025-06-30,Grocery,893,SUCCESS
2026-05-08,Other,22,SUCCESS
2024-09-18,Food,22,SUCCESS
2022-12-31,Food,1921,SUCCESS
2026-02-16,Healthcare,22,SUCCESS
2025-07-14,Entertainment,1579,FAILED
2021-09-14,Entertainment,1923,SUCCESS
2026-03-08,Food,402,FAILED
2020-11-12,Entertainment,541,SUCCESS
2020-04-13,Entertainment,191,SUCCESS
2024-10-10,Grocery,571,SUCCESS
2023-09-26,Food,22,SUCCESS
2021-05-23,Other,2936,SUCCESS
2024-02-11,Transport,2977,SUCCESS
2024-04-14,Utilities,3467,SUCCESS
2024-05-05,Healthcare,22,SUCCESS
2021-11-01,Other,1931,SUCCESS
2022-09-20,Fuel,2354,SUCCESS
2020-04-06,Utilities,777,SUCCESS
2021-08-04,Food,63,SUCCESS
2024-07-12,Food,1590,SUCCESS
2023-12-15,Food,22,SUCCESS
2019-06-06,Food,2349,SUCCESS
2020-02-06,Healthcare,22,SUCCESS
2025-02-14,Healthcare,22,SUCCESS
2020-06-11,Education,422,SUCCESS
2018-08-12,Food,322,SUCCESS
2025-03-07,Food,22,SUCCESS
2024-06-07,Food,22,SUCCESS
2025-11-17,Fuel,4666,SUCCESS
2025-10-02,Food,3906,SUCCESS
2026-03-22,Shopping,22,SUCCESS
2023-03-25,Food,1857,SUCCESS
2025-09-22,Other,22,SUCCESS
2026-03-03,Utilities,1774,SUCCESS
2022-02-13,Utilities,5010,SUCCESS
2023-11-19,Grocery,3289,SUCCESS
2017-01-02,Grocery,4320,FAILED
2024-11-28,Food,729,SUCCESS
2024-06-25,Grocery,22,SUCCESS
2024-11-05,Food,2896,SUCCESS
2024-02-25,Food,3796,SUCCESS
2021-04-20,Other,4134,SUCCESS
2026-04-13,Food,1762,SUCCESS
2020-11-07,Grocery,2026,SUCCESS
2025-02-17,Utilities,4128,SUCCESS
2024-07-31,Food,1799,SUCCESS
2025-07-22,Food,22,SUCCESS
2023-08-13,Healthcare,2890,SUCCESS
2022-09-15,Shopping,2001,SUCCESS
2025-01-16,Education,3798,SUCCESS
2020-06-16,Transport,1158,SUCCESS
2026-05-03,Education,1694,SUCCESS
2026-02-23,Food,1882,SUCCESS
2020-02-24,Other,22,SUCCESS
2024-10-28,Other,1683,SUCCESS
2023-04-15,Other,22,SUCCESS
2021-03-21,Grocery,1775,SUCCESS
2022-04-20,Food,168,SUCCESS
2025-04-02,Entertainment,22,SUCCESS
2026-05-22,Food,22,SUCCESS
2025-06-02,Education,4958,SUCCESS
2019-06-20,Food,2854,SUCCESS
2021-12-18,Utilities,2560,SUCCESS
2023-02-15,Grocery,22,FAILED
2021-10-16,Food,1236,SUCCESS
2026-05-11,Fuel,3316,SUCCESS
2025-05-30,Fuel,3105,SUCCESS
2021-04-23,Other,22,SUCCESS
2025-05-04,Entertainment,209,SUCCESS
2019-12-02,Other,1554,SUCCESS
2025-04-16,Fuel,22,SUCCESS
2025-05-18,Healthcare,3049,SUCCESS
2024-08-03,Shopping,22,SUCCESS
2025-12-26,Fuel,1944,FAILED
2019-09-30,Food,2762,SUCCESS
2025-04-27,Entertainment,1157,SUCCESS
2023-06-26,Grocery,22,SUCCESS
2022-01-10,Food,4907,SUCCESS
2025-01-20,Utilities,3353,SUCCESS
2026-02-21,Food,22,SUCCESS
2025-02-16,Transport,1745,SUCCESS
2025-10-04,Food,68,SUCCESS
2024-04-07,Shopping,22,SUCCESS
2021-11-20,Other,22,SUCCESS
2023-06-26,Grocery,967,SUCCESS
2022-07-02,Food,1354,SUCCESS
2022-12-09,Transport,22,SUCCESS
2024-03-18,Entertainment,2103,SUCCESS
2025-12-26,Transport,3019,SUCCESS
2022-11-21,Shopping,1014,SUCCESS
2025-01-03,Other,3681,SUCCESS
2025-09-01,Utilities,1078,SUCCESS
2022-12-07,Food,4149,SUCCESS
2023-06-21,Entertainment,2761,SUCCESS
2020-11-15,Food,22,SUCCESS
2019-06-13,Other,1464,SUCCESS
2024-11-01,Shopping,2694,SUCCESS
2022-02-23,Fuel,1560,SUCCESS
2021-04-26,Entertainment,22,SUCCESS
2021-07-06,Food,2449,SUCCESS
2020-05-16,Shopping,1942,SUCCESS
2021-07-15,Grocery,367,FAILED
2023-02-03,Fuel,557,SUCCESS
2022-06-28,Grocery,1096,FAILED
2025-09-02,Food,1683,SUCCESS
2023-10-19,Healthcare,2986,SUCCESS
2024-02-13,Healthcare,614,SUCCESS
2021-10-23,Education,1642,SUCCESS
2022-12-31,Utilities,150,SUCCESS
2022-02-09,Food,3147,SUCCESS
2022-10-12,Grocery,22,FAILED
2021-12-10,Entertainment,2542,SUCCESS
2022-10-13,Fuel,3640,SUCCESS
2020-03-18,Entertainment,22,SUCCESS
2025-09-10,Food,22,SUCCESS
2024-01-01,Education,3756,SUCCESS
2025-08-29,Shopping,22,SUCCESS
2024-06-21,Fuel,1486,SUCCESS
2021-08-22,Food,3755,SUCCESS
2024-03-21,Shopping,2194,SUCCESS
2021-04-20,Utilities,1817,SUCCESS
2023-01-24,Food,22,SUCCESS
2025-01-23,Utilities,761,SUCCESS
2020-08-20,Other,927,SUCCESS
2022-01-03,Transport,22,SUCCESS
2023-11-16,Entertainment,251,SUCCESS
2025-10-17,Shopping,1184,SUCCESS
2021-10-24,Fuel,1421,SUCCESS
2025-09-28,Food,5029,SUCCESS
2021-01-10,Entertainment,22,SUCCESS
2024-07-06,Grocery,2734,SUCCESS
2024-01-10,Grocery,339,SUCCESS
2024-05-16,Food,3033,SUCCESS
2026-04-30,Education,1012,SUCCESS
2021-02-08,Shopping,22,SUCCESS
2025-09-03,Food,841,SUCCESS
2022-11-11,Shopping,3547,SUCCESS
2025-07-26,Utilities,6088,SUCCESS
2021-02-23,Grocery,5304,SUCCESS
2023-12-20,Other,2368,SUCCESS
2025-04-20,Food,98,SUCCESS
2025-07-15,Food,3064,SUCCESS
2023-03-06,Food,1897,SUCCESS
2026-02-27,Other,302,SUCCESS
2024-01-12,Grocery,4489,SUCCESS
2025-06-11,Transport,2289,SUCCESS
2025-01-06,Fuel,22,FAILED
2021-05-07,Fuel,2562,SUCCESS
2021-09-26,Food,1963,SUCCESS
2022-11-09,Grocery,94,SUCCESS
2026-02-12,Other,1150,SUCCESS
2025-07-20,Other,1704,SUCCESS
2024-07-27,Entertainment,3188,SUCCESS
2022-09-10,Shopping,1220,SUCCESS
2022-12-26,Grocery,1518,SUCCESS
2018-08-10,Food,799,SUCCESS
2023-11-12,Other,1500,SUCCESS
2026-04-04,Food,3143,SUCCESS
2026-05-04,Food,22,SUCCESS
2022-02-21,Fuel,4242,SUCCESS
2025-06-11,Entertainment,1429,SUCCESS
2024-05-26,Shopping,5512,SUCCESS
2021-04-19,Fuel,1212,SUCCESS
2023-06-27,Food,1078,SUCCESS
2025-11-14,Other,137,SUCCESS
2018-08-17,Grocery,1463,SUCCESS
2024-08-29,Shopping,22,SUCCESS
2024-12-26,Utilities,421,SUCCESS
2020-02-29,Grocery,2687,SUCCESS
2021-04-17,Other,4429,SUCCESS
2022-03-18,Grocery,1435,SUCCESS
2019-04-01,Entertainment,2995,FAILED
2023-01-10,Fuel,22,SUCCESS
2021-03-03,Entertainment,566,SUCCESS
2025-08-30,Shopping,22,SUCCESS
2025-10-14,Food,1154,SUCCESS
2024-02-16,Food,1553,SUCCESS
2023-08-21,Utilities,1234,SUCCESS
2025-08-19,Education,22,SUCCESS
2018-02-11,Food,2486,SUCCESS
2018-05-16,Other,3888,SUCCESS
2023-11-01,Grocery,1094,SUCCESS
2025-10-20,Entertainment,374,SUCCESS
2026-05-25,Shopping,1328,SUCCESS
2023-06-13,Grocery,2759,SUCCESS
2023-01-01,Other,1406,SUCCESS
2020-09-03,Shopping,2343,SUCCESS
2025-02-13,Food,1363,SUCCESS
2024-04-02,Grocery,1410,SUCCESS
2020-08-04,Utilities,22,SUCCESS
2025-08-20,Entertainment,1413,SUCCESS
2023-09-29,Entertainment,1778,SUCCESS
2025-06-08,Fuel,22,SUCCESS
2023-11-26,Other,2447,SUCCESS
2026-05-17,Fuel,22,SUCCESS
2025-01-20,Shopping,1319,SUCCESS
2024-05-30,Other,2242,SUCCESS
2024-01-14,Utilities,3758,SUCCESS
2019-03-11,Utilities,5878,SUCCESS
2024-06-26,Fuel,3186,FAILED
2021-02-16,Grocery,1796,SUCCESS
2024-06-24,Fuel,728,SUCCESS
2024-08-21,Fuel,22,SUCCESS
2022-05-05,Utilities,1674,SUCCESS
2024-04-14,Transport,3826,SUCCESS
2024-07-09,Grocery,694,SUCCESS
2019-05-25,Shopping,114,SUCCESS
2025-08-16,Other,1092,SUCCESS
2025-12-29,Utilities,5953,SUCCESS
2023-08-08,Utilities,22,SUCCESS
2020-02-22,Grocery,2424,SUCCESS
2021-03-31,Other,2263,SUCCESS
2023-01-10,Shopping,1110,SUCCESS
2024-12-14,Education,1079,SUCCESS
2017-03-19,Utilities,4753,SUCCESS
2022-12-10,Grocery,5061,SUCCESS
2018-03-07,Grocery,3637,FAILED
2025-06-14,Grocery,4045,SUCCESS
2025-05-18,Food,1136,SUCCESS
2020-07-26,Fuel,897,SUCCESS
2025-10-04,Grocery,1435,SUCCESS
2023-10-16,Food,22,SUCCESS
2025-01-14,Fuel,1742,SUCCESS
2021-10-14,Grocery,2299,SUCCESS
2025-07-26,Other,1933,FAILED
2023-09-29,Grocery,2521,SUCCESS
2021-12-31,Education,22,SUCCESS
2025-07-03,Grocery,1717,SUCCESS
2024-07-24,Grocery,3395,SUCCESS
2022-11-30,Food,1756,SUCCESS
2026-04-14,Fuel,2575,SUCCESS
2024-03-03,Grocery,1139,FAILED
2022-05-29,Grocery,4028,SUCCESS
2024-08-20,Entertainment,22,SUCCESS
2024-11-27,Food,254,SUCCESS
2026-04-04,Education,3822,SUCCESS
2020-09-27,Grocery,1639,SUCCESS
2020-05-06,Utilities,3038,SUCCESS
2018-10-05,Other,22,SUCCESS
2026-01-09,Food,781,SUCCESS
2023-09-23,Food,2601,SUCCESS
2026-03-24,Fuel,3007,SUCCESS
2022-09-24,Food,22,SUCCESS
2022-04-19,Healthcare,610,SUCCESS
2024-05-07,Grocery,22,SUCCESS
2025-11-22,Healthcare,1208,SUCCESS
2024-11-02,Utilities,2495,SUCCESS
2026-04-20,Grocery,4050,SUCCESS
2025-07-11,Food,360,SUCCESS
2025-04-30,Fuel,2562,SUCCESS
2024-10-05,Fuel,3228,SUCCESS
2021-01-19,Transport,692,SUCCESS
2025-11-20,Shopping,2572,SUCCESS
2024-06-16,Grocery,3956,SUCCESS
2020-01-30,Food,1851,SUCCESS
2020-05-10,Grocery,4448,SUCCESS
2019-08-28,Shopping,417,SUCCESS
2025-05-19,Shopping,22,SUCCESS
2026-05-14,Grocery,22,SUCCESS
2026-05-13,Grocery,1986,SUCCESS
2026-04-12,Entertainment,2036,SUCCESS
2023-09-02,Food,3540,SUCCESS
2024-10-16,Education,2027,SUCCESS
2025-03-12,Entertainment,3025,SUCCESS
2024-10-18,Food,3865,SUCCESS
2020-07-13,Food,22,SUCCESS
2025-02-13,Food,2234,SUCCESS
2022-07-03,Food,22,SUCCESS
2022-04-05,Other,3110,SUCCESS
2024-11-23,Grocery,22,SUCCESS
2025-10-30,Transport,115,SUCCESS
2021-06-09,Utilities,370,SUCCESS
2023-05-03,Healthcare,941,SUCCESS
2025-12-31,Shopping,22,SUCCESS
2024-09-14,Entertainment,3195,SUCCESS
2022-07-17,Education,516,SUCCESS
2024-04-14,Fuel,4200,SUCCESS
2024-02-25,Food,2151,SUCCESS
2018-03-24,Other,438,SUCCESS
2025-12-28,Entertainment,4026,SUCCESS
2022-02-05,Utilities,820,SUCCESS
2025-12-17,Healthcare,1485,SUCCESS
2021-07-04,Other,22,SUCCESS
2026-02-04,Food,2459,SUCCESS
2020-12-04,Entertainment,4036,SUCCESS
2025-05-06,Transport,935,SUCCESS
2025-03-22,Healthcare,879,FAILED
2022-05-05,Healthcare,4524,SUCCESS
2024-04-13,Food,22,SUCCESS
2018-03-02,Healthcare,3305,SUCCESS
2025-09-05,Other,3450,SUCCESS
2024-12-25,Grocery,2832,SUCCESS
2025-04-30,Food,2263,SUCCESS
2025-10-14,Food,533,SUCCESS
2025-02-18,Shopping,2175,SUCCESS
2025-02-10,Education,1837,SUCCESS
2020-07-10,Food,793,SUCCESS
2023-11-21,Healthcare,22,SUCCESS
2023-12-18,Grocery,1921,SUCCESS
2020-10-22,Grocery,22,SUCCESS
2025-04-14,Education,4195,SUCCESS
2023-10-04,Grocery,2360,SUCCESS
2023-08-13,Food,1179,SUCCESS
2022-03-26,Food,1811,SUCCESS
2022-01-26,Shopping,2146,SUCCESS
2021-09-16,Fuel,1040,SUCCESS
2026-05-27,Utilities,1456,SUCCESS
2020-09-02,Grocery,1645,SUCCESS
2025-12-01,Shopping,936,SUCCESS
2020-12-10,Utilities,2621,SUCCESS
2018-04-25,Utilities,3676,SUCCESS
2022-09-23,Food,1201,SUCCESS
2025-05-07,Healthcare,2105,SUCCESS
2026-03-01,Food,2771,SUCCESS
2025-12-01,Utilities,22,SUCCESS
2021-02-01,Transport,22,SUCCESS
2020-05-07,Transport,1007,SUCCESS
2022-09-19,Fuel,22,SUCCESS
2026-02-28,Other,22,SUCCESS
2023-03-25,Food,1634,SUCCESS
2026-04-05,Entertainment,296,SUCCESS
2021-07-23,Shopping,5440,SUCCESS
2022-11-28,Shopping,1175,SUCCESS
2024-10-09,Healthcare,2227,SUCCESS
2023-12-22,Education,3049,SUCCESS
2023-03-12,Education,628,SUCCESS
2025-08-18,Fuel,2674,SUCCESS
2022-07-23,Food,1064,SUCCESS
2026-02-05,Utilities,4087,SUCCESS
2023-01-29,Utilities,869,SUCCESS
2025-11-29,Entertainment,820,SUCCESS
2026-01-27,Grocery,949,SUCCESS
2022-05-04,Food,2060,SUCCESS
2025-07-15,Other,22,SUCCESS
2024-06-14,Food,2326,SUCCESS
2017-11-02,Food,2003,SUCCESS
2023-04-29,Grocery,22,SUCCESS
2025-02-12,Healthcare,289,SUCCESS
2026-04-19,Utilities,3102,SUCCESS
2022-04-27,Education,731,SUCCESS
2025-06-21,Other,1621,SUCCESS
2022-10-01,Shopping,831,SUCCESS
2023-01-11,Entertainment,2370,SUCCESS
2024-10-04,Food,94,SUCCESS
2023-10-21,Food,2022,SUCCESS
2024-10-17,Shopping,1903,SUCCESS
2026-01-20,Shopping,22,SUCCESS
2024-01-09,Education,22,SUCCESS
2025-05-11,Food,22,SUCCESS
2025-08-27,Entertainment,679,SUCCESS
2024-03-08,Grocery,4402,SUCCESS
2025-07-12,Entertainment,42,SUCCESS
2024-11-01,Utilities,193,SUCCESS
2024-10-26,Grocery,22,SUCCESS
2022-03-27,Other,177,SUCCESS
2024-10-08,Other,4328,SUCCESS
2021-03-15,Grocery,1982,SUCCESS
2024-03-08,Utilities,22,SUCCESS
2022-09-17,Other,1432,SUCCESS
2025-04-19,Entertainment,588,SUCCESS
2019-10-06,Other,1845,FAILED
2022-04-22,Other,22,FAILED
2024-06-04,Utilities,22,SUCCESS
2024-01-16,Grocery,1740,SUCCESS
2025-10-23,Fuel,444,SUCCESS
2022-02-03,Healthcare,22,FAILED
2022-03-22,Food,2923,SUCCESS
2021-11-05,Shopping,22,SUCCESS
2024-10-03,Shopping,291,SUCCESS
2026-04-29,Healthcare,22,SUCCESS
2024-04-13,Entertainment,1982,SUCCESS
2025-03-06,Food,2237,SUCCESS
2025-01-14,Shopping,22,SUCCESS
2023-05-11,Other,103,SUCCESS
2023-03-05,Food,1891,SUCCESS
2024-10-16,Grocery,4062,SUCCESS
2024-05-29,Food,481,SUCCESS
2023-11-26,Other,2197,SUCCESS
2019-04-12,Entertainment,1722,SUCCESS
2022-04-25,Utilities,187,SUCCESS
2026-01-03,Shopping,466,SUCCESS
2026-03-21,Healthcare,1019,SUCCESS
2024-03-21,Shopping,2387,SUCCESS
2026-01-22,Healthcare,1813,SUCCESS
2024-08-10,Food,3198,SUCCESS
2025-06-22,Fuel,3791,SUCCESS
2023-09-21,Grocery,2555,SUCCESS
2020-07-25,Shopping,2089,SUCCESS
2023-09-15,Food,539,SUCCESS
2021-06-22,Other,4590,SUCCESS
2026-05-27,Food,2872,SUCCESS
2025-02-13,Healthcare,667,SUCCESS
2024-07-14,Grocery,788,SUCCESS
2023-04-04,Entertainment,2820,SUCCESS
2023-09-07,Utilities,2018,FAILED
2023-03-19,Fuel,5510,SUCCESS
2024-12-05,Entertainment,2190,SUCCESS
2021-07-09,Entertainment,3584,SUCCESS
2024-03-03,Education,608,SUCCESS
2026-01-09,Entertainment,696,SUCCESS
2023-05-19,Utilities,526,SUCCESS
2024-11-15,Food,2774,SUCCESS
2025-04-02,Grocery,507,FAILED
2023-04-05,Utilities,1634,SUCCESS
2025-03-07,Fuel,5235,SUCCESS
2018-09-09,Healthcare,2532,SUCCESS
2024-01-07,Fuel,22,SUCCESS
2023-06-28,Shopping,327,SUCCESS
2023-12-02,Entertainment,2551,SUCCESS
2022-06-06,Shopping,22,SUCCESS
2019-12-24,Entertainment,1106,SUCCESS
2024-01-05,Utilities,22,SUCCESS
2026-04-18,Grocery,3937,SUCCESS
2023-06-20,Utilities,1716,SUCCESS
2024-08-30,Other,2189,SUCCESS
2024-09-02,Grocery,22,SUCCESS
2024-07-03,Other,1095,SUCCESS
2020-03-04,Entertainment,22,SUCCESS
2025-12-29,Entertainment,1565,SUCCESS
2020-02-07,Fuel,2081,SUCCESS
2023-03-09,Entertainment,1281,SUCCESS
2021-02-25,Shopping,22,SUCCESS
2022-08-02,Healthcare,533,FAILED
2026-03-11,Utilities,3855,SUCCESS
2022-08-09,Fuel,4642,FAILED
2025-11-04,Entertainment,2990,SUCCESS
2022-11-01,Shopping,22,SUCCESS
2023-05-03,Grocery,3986,FAILED
2021-05-29,Fuel,22,SUCCESS
2021-11-12,Education,3338,SUCCESS
2025-05-24,Entertainment,22,SUCCESS
2026-05-13,Grocery,22,SUCCESS
2023-08-22,Entertainment,1713,SUCCESS
2025-10-25,Food,495,SUCCESS
2017-12-20,Other,1329,SUCCESS
2025-03-01,Healthcare,22,SUCCESS
2024-10-17,Food,251,SUCCESS
2025-12-01,Food,4480,SUCCESS
2024-10-16,Shopping,1651,SUCCESS
2024-09-20,Utilities,22,SUCCESS
2022-02-03,Fuel,1595,SUCCESS
2025-04-14,Shopping,982,SUCCESS
2020-08-03,Food,22,SUCCESS
2024-03-05,Other,22,SUCCESS
2024-03-03,Healthcare,22,SUCCESS
2024-09-23,Entertainment,2195,SUCCESS
2023-05-10,Transport,4735,FAILED
2019-06-02,Healthcare,2249,SUCCESS
2023-01-05,Fuel,944,SUCCESS
2025-04-15,Education,72,SUCCESS
2024-06-12,Food,1450,SUCCESS
2025-07-26,Food,3183,SUCCESS
2025-09-18,Grocery,3087,SUCCESS
2018-09-14,Food,22,SUCCESS
2023-11-14,Other,4218,SUCCESS
2024-10-29,Shopping,22,SUCCESS
2024-11-30,Shopping,106,SUCCESS
2025-12-23,Entertainment,22,SUCCESS
2022-01-09,Utilities,824,FAILED
2020-12-21,Food,2389,SUCCESS
2022-09-30,Shopping,22,SUCCESS
2021-10-20,Entertainment,22,SUCCESS
2023-02-17,Food,22,SUCCESS
2024-11-12,Utilities,22,SUCCESS
2023-01-18,Utilities,875,SUCCESS
2021-11-03,Entertainment,1306,FAILED
2023-08-15,Utilities,4574,SUCCESS
2025-08-04,Entertainment,2575,SUCCESS
2021-07-05,Other,1441,SUCCESS
2024-09-04,Utilities,1343,SUCCESS
2025-02-26,Other,495,SUCCESS
2021-10-04,Food,22,SUCCESS
2024-03-10,Utilities,22,SUCCESS
2024-12-19,Utilities,6515,SUCCESS
2024-02-16,Food,565,FAILED
2025-10-04,Utilities,469,SUCCESS
2022-06-16,Other,2301,SUCCESS
2019-05-22,Utilities,649,SUCCESS
2024-05-11,Food,2081,SUCCESS
2025-12-31,Other,3627,SUCCESS
2024-11-08,Entertainment,22,SUCCESS
2022-08-21,Shopping,691,SUCCESS
2022-06-22,Shopping,3617,SUCCESS
2025-11-15,Entertainment,398,SUCCESS
2020-07-09,Food,22,SUCCESS
2025-04-26,Other,22,SUCCESS
2024-10-05,Utilities,22,SUCCESS
2022-11-15,Other,4202,SUCCESS
2021-05-19,Food,22,SUCCESS
2024-07-02,Other,1351,SUCCESS
2022-02-17,Other,4383,SUCCESS
2023-05-18,Utilities,2508,SUCCESS
2025-04-05,Grocery,1891,SUCCESS
2026-02-17,Entertainment,399,SUCCESS
2025-06-03,Shopping,1007,FAILED
2025-07-30,Shopping,1507,SUCCESS
2021-05-08,Utilities,2640,SUCCESS
2023-05-30,Grocery,2166,SUCCESS
2025-09-08,Grocery,519,SUCCESS
2024-10-01,Entertainment,1534,SUCCESS
2025-03-10,Food,699,SUCCESS
2023-12-20,Other,4526,SUCCESS
2025-08-07,Food,2196,SUCCESS
2024-05-24,Food,3920,SUCCESS
2023-02-11,Food,2160,SUCCESS
2023-11-22,Grocery,3372,SUCCESS
2023-11-13,Entertainment,4135,SUCCESS
2025-07-15,Food,22,FAILED
2019-08-04,Grocery,22,SUCCESS
2019-10-24,Shopping,2919,SUCCESS
2022-10-11,Other,1162,SUCCESS
2024-05-10,Grocery,639,SUCCESS
2026-01-21,Healthcare,22,SUCCESS
2025-05-27,Entertainment,3353,SUCCESS
2023-07-26,Other,2567,SUCCESS
2023-08-04,Transport,22,SUCCESS
2023-10-20,Food,4062,SUCCESS
2025-08-28,Other,1790,SUCCESS
