timestamp,merchant_category,amount (INR),transaction_status
2021-06-27,Other,22,FAILED
2024-06-14,Entertainment,2929,SUCCESS
2023-09-06,Other,22,SUCCESS
2024-07-23,Grocery,3349,SUCCESS
2021-08-11,Fuel,4052,SUCCESS
2026-02-17,Grocery,1655,SUCCESS
2024-04-28,Healthcare,22,SUCCESS
2026-05-29,Other,1717,SUCCESS
2023-12-03,Food,22,SUCCESS
2026-01-23,Grocery,4421,SUCCESS
2021-08-24,Grocery,1257,SUCCESS
2025-10-18,Utilities,22,SUCCESS
2026-05-30,Food,1373,SUCCESS
2025-08-27,Shopping,2672,SUCCESS
2021-05-20,Transport,22,SUCCESS
2025-07-27,Food,933,SUCCESS
2025-11-18,Shopping,1169,SUCCESS
2023-12-23,Grocery,22,SUCCESS
2024-05-29,Shopping,2346,SUCCESS
2023-05-09,Food,22,SUCCESS
2021-10-05,Food,609,SUCCESS
2021-10-23,Fuel,1654,SUCCESS
2025-11-02,Utilities,1435,SUCCESS
2025-07-13,Food,3261,SUCCESS
2024-11-26,Entertainment,683,SUCCESS
2019-05-21,Transport,881,FAILED
2025-04-13,Other,1841,SUCCESS
2023-08-26,Fuel,5118,SUCCESS
2025-09-27,Grocery,22,SUCCESS
2022-07-23,Grocery,1858,SUCCESS
2022-08-04,Shopping,22,SUCCESS
2022-09-19,Other,1721,SUCCESS
2024-09-17,Fuel,1778,SUCCESS
2024-07-03,Shopping,22,SUCCESS
2018-01-02,Grocery,1795,SUCCESS
2024-04-20,Utilities,22,SUCCESS
2024-02-07,Healthcare,22,SUCCESS
2022-08-24,Shopping,22,SUCCESS
2017-12-13,Grocery,3927,SUCCESS
2021-10-17,Transport,22,SUCCESS
2023-07-03,Utilities,1029,SUCCESS
2025-08-27,Grocery,279,SUCCESS
2025-03-23,Food,3353,SUCCESS
2021-11-18,Food,22,FAILED
2023-03-11,Shopping,2206,SUCCESS
2025-12-01,Shopping,2517,SUCCESS
2025-11-08,Fuel,22,SUCCESS
2021-02-20,Healthcare,1415,SUCCESS
2023-08-02,Food,2205,SUCCESS
2025-03-14,Education,22,SUCCESS
2023-08-17,Utilities,921,SUCCESS
2019-11-29,Food,895,SUCCESS
2021-10-02,Shopping,1666,SUCCESS
2022-06-25,Food,2377,SUCCESS
2025-09-19,Food,2394,SUCCESS
2024-02-26,Food,611,SUCCESS
2022-07-18,Shopping,1034,SUCCESS
2022-09-30,Other,1711,SUCCESS
2025-10-16,Healthcare,22,SUCCESS
2026-02-22,Food,1747,SUCCESS
2023-03-30,Healthcare,22,SUCCESS
2025-12-12,Other,2143,SUCCESS
2022-01-20,Other,1931,SUCCESS
2021-10-20,Other,22,SUCCESS
2021-12-28,Food,1739,SUCCESS
2022-05-17,Other,3878,SUCCESS
2022-03-15,Food,1008,SUCCESS
2026-03-14,Entertainment,2933,FAILED
2026-05-09,Food,163,SUCCESS
2022-01-07,Food,431,SUCCESS
2021-03-31,Healthcare,3229,SUCCESS
2023-07-14,Healthcare,411,SUCCESS
2024-12-03,Grocery,22,SUCCESS
2025-02-02,Fuel,3049,SUCCESS
2025-11-17,Other,3125,SUCCESS
2023-06-16,Food,540,SUCCESS
2020-11-21,Grocery,299,SUCCESS
2022-02-18,Healthcare,1800,SUCCESS
2022-05-26,Food,1499,FAILED
2019-04-05,Other,2318,FAILED
2024-12-22,Fuel,22,SUCCESS
2021-12-20,Healthcare,22,SUCCESS
2023-02-05,Food,3035,SUCCESS
2022-04-21,Transport,22,SUCCESS
2022-12-07,Shopping,22,SUCCESS
2025-08-01,Other,22,FAILED
2025-02-16,Grocery,1610,SUCCESS
2024-08-06,Shopping,2451,SUCCESS
2025-09-01,Food,1840,SUCCESS
2024-01-02,Food,4465,SUCCESS
2025-02-21,Food,4451,SUCCESS
2022-09-03,Utilities,3494,SUCCESS
2025-12-27,Grocery,1769,SUCCESS
2025-10-10,Other,3659,SUCCESS
2025-09-20,Food,22,SUCCESS
2019-11-07,Other,4087,SUCCESS
2026-02-25,Entertainment,283,SUCCESS
2026-02-28,Grocery,803,SUCCESS
2019-12-16,Transport,2547,SUCCESS
2025-06-20,Education,2909,SUCCESS
2026-03-11,Food,22,SUCCESS
2025-01-27,Other,1255,SUCCESS
2025-09-12,Utilities,633,SUCCESS
2020-12-12,Food,723,SUCCESS
2025-09-28,Other,474,SUCCESS
2024-02-28,Grocery,22,SUCCESS
2021-05-02,Other,22,SUCCESS
2024-10-19,Grocery,22,SUCCESS
2020-03-11,Entertainment,2392,SUCCESS
2023-06-29,Entertainment,22,SUCCESS
2025-03-29,Other,623,SUCCESS
2022-04-26,Food,1001,SUCCESS
2019-08-28,Healthcare,1148,SUCCESS
2019-06-25,Shopping,22,SUCCESS
2021-11-09,Utilities,5077,FAILED
2025-12-08,Other,22,FAILED
2024-04-17,Fuel,4785,SUCCESS
2021-08-13,Healthcare,22,SUCCESS
2024-09-23,Entertainment,588,SUCCESS
2024-04-13,Grocery,22,SUCCESS
2026-03-28,Fuel,1987,SUCCESS
2026-05-09,Education,1790,SUCCESS
2018-10-10,Shopping,1661,SUCCESS
2021-11-23,Other,22,SUCCESS
2021-10-10,Other,22,SUCCESS
2022-10-25,Grocery,5168,SUCCESS
2023-08-25,Food,1022,SUCCESS
2023-05-30,Healthcare,5285,SUCCESS
2025-07-11,Food,2308,SUCCESS
2022-07-27,Shopping,22,SUCCESS
2025-02-12,Other,1952,SUCCESS
2024-07-11,Food,4656,SUCCESS
2025-08-02,Entertainment,22,SUCCESS
2025-09-16,Other,22,SUCCESS
2021-07-22,Other,5022,FAILED
2025-05-27,Grocery,1839,SUCCESS
2021-06-05,Fuel,412,SUCCESS
2024-09-16,Food,1746,SUCCESS
2019-04-27,Food,3062,SUCCESS
2023-11-02,Entertainment,22,SUCCESS
2026-05-19,Healthcare,22,SUCCESS
2021-10-04,Other,2060,SUCCESS
2026-05-27,Food,2185,SUCCESS
2022-09-26,Healthcare,22,SUCCESS
2025-02-05,Food,1886,SUCCESS
2019-09-07,Healthcare,1050,SUCCESS
2019-07-20,Entertainment,22,SUCCESS
2024-12-03,Education,2087,SUCCESS
2022-12-11,Other,2485,SUCCESS
2023-08-10,Shopping,171,SUCCESS
2024-12-01,Entertainment,3997,SUCCESS
2021-12-27,Grocery,22,SUCCESS
2023-02-21,Utilities,1841,SUCCESS
2021-04-16,Food,1725,SUCCESS
2025-04-04,Utilities,601,FAILED
2026-03-06,Entertainment,676,SUCCESS
2023-03-27,Shopping,3892,SUCCESS
2024-09-26,Grocery,2600,SUCCESS
2024-07-14,Fuel,2494,SUCCESS
2022-11-02,Other,2231,SUCCESS
2023-05-31,Food,1690,SUCCESS
2023-01-15,Utilities,22,SUCCESS
2025-09-13,Fuel,3472,SUCCESS
2021-11-18,Shopping,1247,SUCCESS
2024-09-28,Food,1769,SUCCESS
2024-05-29,Fuel,2388,SUCCESS
2025-02-25,Healthcare,543,SUCCESS
2026-05-16,Shopping,4932,SUCCESS
2020-07-15,Food,2331,SUCCESS
2018-11-18,Grocery,1439,SUCCESS
2026-04-30,Fuel,1695,SUCCESS
2025-03-22,Food,22,SUCCESS
2023-06-17,Other,1043,SUCCESS
2024-01-01,Education,2880,SUCCESS
2019-11-28,Grocery,4139,SUCCESS
2025-10-28,Shopping,2141,SUCCESS
2025-12-24,Food,1739,SUCCESS
2022-03-16,Grocery,3316,SUCCESS
2023-07-18,Grocery,22,SUCCESS
2023-06-19,Food,2899,SUCCESS
2025-09-22,Food,22,SUCCESS
2023-08-15,Other,3830,SUCCESS
2019-10-08,Food,2474,SUCCESS
2019-09-03,Healthcare,2110,SUCCESS
2023-09-12,Other,2349,SUCCESS
2025-11-13,Healthcare,22,SUCCESS
2023-12-31,Food,944,SUCCESS
2025-09-30,Fuel,1258,SUCCESS
2021-04-14,Grocery,2017,SUCCESS
2024-02-24,Grocery,294,SUCCESS
2025-08-19,Shopping,1324,SUCCESS
2026-04-08,Utilities,443,SUCCESS
2026-04-13,Food,1475,SUCCESS
2018-11-16,Grocery,174,SUCCESS
2024-11-14,Food,4267,SUCCESS
2024-06-03,Utilities,2216,SUCCESS
2022-03-20,Fuel,2681,SUCCESS
2019-07-16,Utilities,22,SUCCESS
2021-04-17,Utilities,3189,SUCCESS
2022-10-01,Healthcare,1386,FAILED
2023-01-07,Food,703,SUCCESS
2020-12-06,Other,3420,SUCCESS
2022-08-15,Utilities,22,FAILED
2023-03-28,Entertainment,1970,SUCCESS
2025-06-13,Food,22,SUCCESS
2024-12-19,Grocery,1564,SUCCESS
2023-10-17,Utilities,3177,SUCCESS
2023-08-27,Grocery,1601,SUCCESS
2026-01-06,Fuel,714,SUCCESS
2025-02-27,Utilities,705,SUCCESS
2021-10-03,Food,1807,SUCCESS
2025-05-30,Entertainment,3919,SUCCESS
2026-03-22,Grocery,3472,SUCCESS
2023-06-14,Grocery,22,SUCCESS
2024-12-01,Grocery,471,SUCCESS
2022-04-20,Healthcare,3189,SUCCESS
2021-06-14,Fuel,3899,SUCCESS
2025-02-22,Grocery,2963,SUCCESS
2022-12-03,Food,681,SUCCESS
2020-12-22,Utilities,357,SUCCESS
2025-11-27,Food,982,SUCCESS
2024-11-16,Entertainment,2909,SUCCESS
2024-04-17,Food,22,SUCCESS
2024-06-25,Shopping,4005,SUCCESS
2023-10-05,Healthcare,4128,SUCCESS
2021-03-08,Fuel,22,SUCCESS
2025-06-04,Food,1560,SUCCESS
2026-02-20,Healthcare,381,SUCCESS
2024-03-27,Shopping,831,SUCCESS
2024-05-06,Other,320,SUCCESS
2024-12-05,Food,1364,SUCCESS
2024-07-09,Food,1502,SUCCESS
2025-11-19,Utilities,2888,SUCCESS
2020-06-11,Grocery,1876,SUCCESS
2026-04-12,Other,2603,SUCCESS
2026-02-23,Shopping,1105,SUCCESS
2025-11-15,Other,22,SUCCESS
2024-12-10,Utilities,946,SUCCESS
2025-04-19,Education,112,SUCCESS
2023-11-27,Food,22,SUCCESS
2026-01-15,Utilities,22,SUCCESS
2025-05-30,Shopping,4537,SUCCESS
2025-08-03,Food,4078,SUCCESS
2025-12-06,Other,5683,FAILED
2026-02-05,Grocery,219,SUCCESS
2018-02-26,Healthcare,995,SUCCESS
2025-05-03,Education,1363,SUCCESS
2022-05-07,Fuel,1060,SUCCESS
2023-05-26,Shopping,22,SUCCESS
2021-12-22,Food,4344,SUCCESS
2020-08-05,Grocery,1831,SUCCESS
2023-04-05,Entertainment,2983,SUCCESS
2025-10-16,Food,3020,SUCCESS
2024-05-20,Grocery,2134,SUCCESS
2023-09-09,Shopping,352,SUCCESS
2023-11-09,Grocery,3401,SUCCESS
2025-11-21,Shopping,1526,FAILED
2021-09-14,Grocery,22,SUCCESS
2020-12-22,Grocery,22,SUCCESS
2024-04-11,Food,1877,SUCCESS
2023-12-05,Transport,22,SUCCESS
2021-08-05,Grocery,1280,SUCCESS
2026-05-24,Grocery,662,SUCCESS
2023-07-28,Grocery,3717,SUCCESS
2025-12-05,Grocery,22,SUCCESS
2025-07-21,Food,22,SUCCESS
2022-07-20,Grocery,881,SUCCESS
2022-12-17,Shopping,22,SUCCESS
2026-03-30,Grocery,1693,SUCCESS
2020-05-07,Entertainment,2765,SUCCESS
2026-03-10,Food,3252,SUCCESS
2024-10-21,Food,22,SUCCESS
2022-03-04,Education,461,SUCCESS
2026-03-08,Other,1860,SUCCESS
2025-05-12,Food,2962,FAILED
2020-02-03,Food,1589,SUCCESS
2025-06-20,Utilities,22,SUCCESS
2025-09-18,Utilities,3103,SUCCESS
2019-12-22,Entertainment,22,SUCCESS
2022-01-22,Entertainment,961,SUCCESS
2025-02-08,Food,2175,SUCCESS
2018-06-02,Utilities,2154,SUCCESS
2019-06-02,Food,22,SUCCESS
2024-09-21,Grocery,22,SUCCESS
2023-08-24,Utilities,22,SUCCESS
2023-08-11,Grocery,952,SUCCESS
2026-01-31,Food,3929,SUCCESS
2024-11-13,Entertainment,22,SUCCESS
2021-05-13,Shopping,838,SUCCESS
2022-10-19,Other,3448,SUCCESS
2022-04-13,Entertainment,22,SUCCESS
2025-03-10,Fuel,3457,SUCCESS
2026-01-02,Healthcare,2704,SUCCESS
2025-03-01,Food,22,SUCCESS
2019-11-27,Entertainment,22,SUCCESS
2024-07-10,Other,130,SUCCESS
2022-05-24,Grocery,1813,SUCCESS
2024-03-09,Food,2889,SUCCESS
2021-06-01,Food,3463,SUCCESS
2019-10-15,Fuel,623,SUCCESS
2025-12-08,Entertainment,4849,SUCCESS
2025-02-25,Food,2111,SUCCESS
2021-11-18,Transport,22,SUCCESS
2022-06-28,Fuel,2619,SUCCESS
2024-06-27,Fuel,22,SUCCESS
2023-05-17,Fuel,1176,SUCCESS
2026-01-14,Grocery,1957,SUCCESS
2020-01-08,Utilities,2345,SUCCESS
2025-02-22,Grocery,1982,SUCCESS
2024-10-13,Fuel,4037,SUCCESS
2021-02-11,Education,5339,SUCCESS
2023-07-07,Utilities,22,SUCCESS
2023-09-07,Entertainment,2696,SUCCESS
2026-04-13,Entertainment,2830,SUCCESS
2026-02-12,Grocery,1570,SUCCESS
2024-10-15,Transport,2119,SUCCESS
2021-11-17,Food,22,SUCCESS
2023-12-12,Shopping,22,SUCCESS
2023-10-14,Other,2274,SUCCESS
2026-04-06,Education,273,SUCCESS
2022-10-15,Entertainment,2616,SUCCESS
2026-05-19,Food,5430,SUCCESS
2025-11-19,Healthcare,1075,SUCCESS
2026-04-05,Other,2088,SUCCESS
2026-03-27,Grocery,2427,FAILED
2023-11-04,Grocery,22,SUCCESS
2024-03-20,Healthcare,22,SUCCESS
2025-12-31,Grocery,2613,FAILED
2021-03-04,Education,22,SUCCESS
2026-02-25,Healthcare,1571,SUCCESS
2025-05-23,Food,22,SUCCESS
2024-09-16,Utilities,22,SUCCESS
2023-12-09,Food,22,SUCCESS
2024-01-27,Other,1976,SUCCESS
2019-12-10,Entertainment,3525,SUCCESS
2025-04-03,Food,22,SUCCESS
2024-12-19,Other,2128,SUCCESS
2024-10-14,Food,22,SUCCESS
2020-12-04,Other,1396,SUCCESS
2025-12-17,Other,5196,SUCCESS
2021-07-06,Transport,5146,SUCCESS
2020-01-02,Entertainment,1222,SUCCESS
2023-11-17,Utilities,208,SUCCESS
2023-10-16,Grocery,2217,SUCCESS
2026-05-30,Other,463,SUCCESS
2023-03-30,Fuel,22,SUCCESS
2024-12-26,Other,1548,SUCCESS
2024-10-31,Food,22,SUCCESS
2024-02-05,Entertainment,22,SUCCESS
2023-05-09,Utilities,3481,SUCCESS
2025-02-11,Grocery,1775,SUCCESS
2026-04-24,Grocery,5157,SUCCESS
2026-04-09,Entertainment,977,SUCCESS
2025-02-14,Utilities,1122,FAILED
2021-10-05,Entertainment,1297,SUCCESS
2024-08-19,Grocery,22,SUCCESS
2021-11-01,Other,22,SUCCESS
2025-03-19,Food,2217,SUCCESS
2022-08-29,Healthcare,66,SUCCESS
2024-12-24,Utilities,927,SUCCESS
2024-03-03,Shopping,22,SUCCESS
2022-09-10,Other,2685,SUCCESS
2024-05-17,Other,1702,SUCCESS
2024-02-16,Utilities,2578,SUCCESS
2018-09-11,Utilities,816,SUCCESS
2023-07-30,Utilities,78,SUCCESS
2025-02-25,Food,974,SUCCESS
2018-02-24,Food,1326,SUCCESS
2024-09-26,Food,22,SUCCESS
2024-09-02,Other,1344,SUCCESS
2022-06-03,Entertainment,1791,SUCCESS
2025-01-14,Education,22,SUCCESS
2022-06-02,Utilities,2533,SUCCESS
2022-09-09,Food,22,SUCCESS
2025-12-27,Other,670,SUCCESS
2024-11-23,Utilities,4976,SUCCESS
2025-10-17,Other,3176,SUCCESS
2023-05-28,Food,22,FAILED
2026-02-01,Food,4770,SUCCESS
2025-04-01,Entertainment,2476,SUCCESS
2024-03-28,Healthcare,22,SUCCESS
2023-12-17,Utilities,1716,SUCCESS
2020-07-05,Food,1420,SUCCESS
2024-06-17,Food,1320,SUCCESS
2024-10-14,Food,22,SUCCESS
2024-03-16,Other,22,SUCCESS
2026-04-01,Grocery,2165,SUCCESS
2025-08-15,Entertainment,3545,SUCCESS
2024-04-19,Fuel,22,SUCCESS
2022-10-16,Food,1467,SUCCESS
2025-11-08,Grocery,2247,SUCCESS
2023-08-07,Food,3841,SUCCESS
2022-07-17,Entertainment,22,SUCCESS
2023-08-23,Food,1240,SUCCESS
2026-01-02,Entertainment,2476,SUCCESS
2024-08-24,Shopping,2968,SUCCESS
2024-12-11,Shopping,4160,SUCCESS
2023-03-02,Utilities,3623,SUCCESS
2025-08-24,Grocery,4110,SUCCESS
2026-04-11,Healthcare,22,SUCCESS
2023-02-17,Grocery,1151,SUCCESS
2024-09-02,Healthcare,1271,SUCCESS
2026-04-05,Shopping,22,SUCCESS
2023-04-30,Food,784,SUCCESS
2025-05-18,Healthcare,2191,SUCCESS
2024-05-27,Grocery,3505,SUCCESS
2023-03-10,Transport,3383,SUCCESS
2023-06-19,Utilities,2280,SUCCESS
2024-01-30,Food,22,SUCCESS
2018-09-01,Grocery,830,SUCCESS
2018-11-27,Food,829,SUCCESS
2024-11-15,Fuel,1741,SUCCESS
2022-11-14,Food,3304,SUCCESS
2025-06-02,Grocery,4163,SUCCESS
2022-04-10,Other,54,SUCCESS
2021-09-18,Grocery,2855,SUCCESS
2025-08-24,Food,22,SUCCESS
2026-03-19,Food,302,SUCCESS
2026-04-21,Transport,53,SUCCESS
2018-07-09,Food,78,SUCCESS
2023-08-10,Grocery,22,SUCCESS
2023-12-24,Shopping,22,SUCCESS
2021-11-26,Grocery,1597,SUCCESS
2022-04-23,Fuel,22,SUCCESS
2024-01-16,Fuel,5920,SUCCESS
2026-01-23,Shopping,1525,SUCCESS
2025-09-30,Food,899,SUCCESS
2025-01-27,Other,2604,SUCCESS
2020-05-21,Food,22,SUCCESS
2022-12-23,Grocery,4800,SUCCESS
2020-11-27,Utilities,2937,SUCCESS
2022-11-09,Food,22,SUCCESS
2019-06-19,Food,812,SUCCESS
2025-07-08,Shopping,372,SUCCESS
2025-12-21,Transport,2690,SUCCESS
2025-04-06,Fuel,4354,SUCCESS
2024-05-12,Other,22,SUCCESS
2023-05-08,Utilities,549,SUCCESS
2026-05-04,Education,53,SUCCESS
2023-05-22,Fuel,22,SUCCESS
2025-07-04,Fuel,3523,SUCCESS
2023-12-13,Fuel,1721,SUCCESS
2025-11-05,Transport,22,SUCCESS
2020-06-12,Food,1618,SUCCESS
2022-05-14,Healthcare,22,SUCCESS
2025-08-11,Utilities,22,SUCCESS
2024-12-05,Food,3441,SUCCESS
2025-12-09,Grocery,4557,SUCCESS
2024-10-19,Shopping,2258,FAILED
2018-12-23,Food,3140,SUCCESS
2022-01-06,Healthcare,3051,SUCCESS
2023-05-07,Grocery,22,SUCCESS
2022-11-22,Food,899,SUCCESS
2018-10-25,Entertainment,6554,SUCCESS
2024-04-13,Grocery,3193,SUCCESS
2023-11-26,Food,3965,SUCCESS
2024-03-17,Transport,22,SUCCESS
2026-02-16,Fuel,22,FAILED
2022-08-05,Food,1676,SUCCESS
2023-03-05,Grocery,1594,SUCCESS
2024-05-17,Fuel,146,SUCCESS
2023-08-16,Grocery,3576,SUCCESS
2025-11-15,Other,22,SUCCESS
2019-08-03,Fuel,316,SUCCESS
2023-06-09,Shopping,22,SUCCESS
2023-05-17,Other,981,FAILED
2023-04-10,Grocery,2287,SUCCESS
2025-05-04,Fuel,911,SUCCESS
2021-11-19,Entertainment,22,SUCCESS
2025-10-06,Transport,4210,SUCCESS
2024-02-24,Other,922,SUCCESS
2025-05-11,Food,1867,SUCCESS
2023-07-17,Grocery,2164,SUCCESS
2023-09-03,Entertainment,737,SUCCESS
2022-06-14,Grocery,1715,FAILED
2017-08-31,Grocery,2249,SUCCESS
2023-09-13,Other,826,SUCCESS
2020-07-28,Utilities,2131,SUCCESS
2019-09-06,Food,1048,SUCCESS
2024-05-06,Fuel,22,SUCCESS
2022-04-09,Shopping,629,SUCCESS
2026-02-06,Fuel,4343,SUCCESS
2024-09-12,Transport,2525,SUCCESS
2025-10-06,Grocery,22,SUCCESS
2019-11-28,Food,3221,SUCCESS
2025-03-22,Utilities,1049,FAILED
2025-10-11,Food,516,SUCCESS
2018-05-13,Fuel,1812,FAILED
2022-11-24,Food,764,SUCCESS
2025-02-20,Entertainment,1141,SUCCESS
2018-12-19,Grocery,22,SUCCESS
2025-09-14,Fuel,2922,SUCCESS
2024-12-16,Food,1103,SUCCESS
2024-08-19,Shopping,22,SUCCESS
2026-01-17,Transport,3163,SUCCESS
2026-02-15,Education,22,SUCCESS
2025-07-29,Entertainment,667,SUCCESS
2026-01-22,Grocery,3318,SUCCESS
2023-12-14,Grocery,22,SUCCESS
2025-09-17,Education,441,FAILED
2026-01-10,Food,22,SUCCESS
2024-04-10,Healthcare,3417,SUCCESS
2024-12-10,Entertainment,873,SUCCESS
2023-12-17,Transport,3199,SUCCESS
2019-12-31,Other,2565,SUCCESS
2023-01-30,Food,22,SUCCESS
2021-10-10,Food,1212,SUCCESS
2025-08-16,Food,3274,FAILED
2023-03-27,Shopping,1478,SUCCESS
2026-02-04,Entertainment,1842,SUCCESS
2024-04-22,Food,22,SUCCESS
2023-12-11,Transport,381,SUCCESS
2021-01-23,Utilities,22,SUCCESS
2026-01-24,Healthcare,1660,FAILED
2023-11-16,Grocery,3429,SUCCESS
2025-05-09,Food,141,FAILED
2025-06-26,Grocery,612,SUCCESS
2020-04-01,Fuel,3450,SUCCESS
2022-08-24,Healthcare,22,SUCCESS
2023-11-26,Shopping,4237,FAILED
2020-03-11,Food,3819,SUCCESS
2020-10-25,Entertainment,1873,SUCCESS
2025-09-05,Healthcare,22,SUCCESS
2026-01-21,Other,22,FAILED
2023-08-16,Fuel,4024,SUCCESS
2024-09-17,Utilities,5789,SUCCESS
2025-04-03,Entertainment,22,SUCCESS
2022-05-16,Grocery,103,SUCCESS
2023-10-17,Shopping,505,SUCCESS
2022-09-08,Utilities,363,FAILED
2024-11-06,Shopping,2117,SUCCESS
2024-12-07,Food,2525,SUCCESS
2019-04-20,Other,2213,SUCCESS
2024-07-14,Grocery,1374,SUCCESS
2023-04-04,Utilities,22,SUCCESS
2018-01-08,Food,22,SUCCESS
2022-10-30,Entertainment,2761,SUCCESS
2023-08-04,Food,3417,SUCCESS
2022-04-01,Entertainment,828,SUCCESS
2023-08-24,Food,3787,FAILED
2019-11-06,Other,3797,SUCCESS
2024-12-06,Healthcare,22,SUCCESS
2023-11-26,Healthcare,22,SUCCESS
2025-12-12,Grocery,634,SUCCESS
2018-11-04,Transport,2748,SUCCESS
2022-09-16,Healthcare,22,SUCCESS
2025-08-05,Entertainment,4623,SUCCESS
2023-12-10,Fuel,2358,SUCCESS
2026-02-05,Fuel,263,SUCCESS
2021-07-04,Grocery,2760,SUCCESS
2025-10-13,Fuel,2589,SUCCESS
2022-11-22,Utilities,3040,SUCCESS
2023-06-26,Grocery,22,FAILED
2025-01-10,Food,22,SUCCESS
2026-04-10,Other,3192,SUCCESS
2022-11-10,Food,1863,SUCCESS
2023-11-21,Fuel,3013,SUCCESS
2023-08-07,Shopping,643,SUCCESS
2020-08-04,Food,22,SUCCESS
2024-01-02,Transport,987,SUCCESS
2021-09-30,Entertainment,2815,SUCCESS
2018-04-10,Utilities,742,SUCCESS
2021-05-21,Utilities,4579,SUCCESS
2024-03-28,Healthcare,602,SUCCESS
2018-11-06,Food,2261,SUCCESS
2023-10-25,Other,22,FAILED
2022-07-06,Food,4644,SUCCESS
2025-10-08,Other,22,SUCCESS
2025-09-11,Utilities,2921,SUCCESS
2025-05-04,Fuel,22,SUCCESS
2025-08-13,Food,1468,SUCCESS
2022-07-17,Other,1397,SUCCESS
2023-11-13,Transport,1291,SUCCESS
2022-12-15,Entertainment,891,SUCCESS
2022-06-12,Utilities,2176,SUCCESS
2024-01-22,Grocery,3551,SUCCESS
2021-09-12,Fuel,22,SUCCESS
2021-12-07,Grocery,1094,SUCCESS
2023-02-26,Healthcare,3327,SUCCESS
2021-12-06,Other,3131,SUCCESS
2026-03-20,Grocery,22,SUCCESS
2026-04-13,Grocery,569,FAILED
2025-12-31,Entertainment,3250,SUCCESS
2023-03-31,Utilities,2908,SUCCESS
2023-09-21,Food,484,SUCCESS
2026-05-13,Grocery,338,SUCCESS
2024-02-02,Other,3446,SUCCESS
2025-09-03,Healthcare,548,FAILED
2020-08-24,Food,3092,SUCCESS
2025-11-24,Transport,263,SUCCESS
2025-06-27,Fuel,2521,SUCCESS
2024-11-15,Other,343,SUCCESS
2026-01-23,Utilities,22,FAILED
2023-11-11,Grocery,3892,SUCCESS
2023-05-09,Grocery,1084,SUCCESS
2022-10-18,Food,3354,SUCCESS
2024-06-03,Grocery,1523,SUCCESS
2021-08-14,Shopping,1082,SUCCESS
2025-06-05,Food,1540,SUCCESS
2025-06-07,Fuel,3213,SUCCESS
2021-11-07,Education,627,SUCCESS
2025-05-14,Grocery,1832,SUCCESS
2026-03-14,Utilities,1726,SUCCESS
2023-03-24,Other,766,SUCCESS
2024-07-02,Food,867,SUCCESS
2024-01-15,Transport,2214,SUCCESS
2026-05-30,Food,2894,SUCCESS
2025-07-21,Other,2061,SUCCESS
2021-06-03,Food,2412,SUCCESS
2018-01-16,Food,71,SUCCESS
2022-08-27,Healthcare,22,SUCCESS
2025-01-30,Grocery,22,SUCCESS
2024-08-17,Entertainment,22,SUCCESS
2023-01-22,Grocery,3617,SUCCESS
2024-06-05,Fuel,320,SUCCESS
2024-10-13,Utilities,1275,SUCCESS
2022-11-10,Other,917,SUCCESS
2023-06-01,Fuel,802,SUCCESS
2020-02-06,Fuel,2663,SUCCESS
2022-11-05,Education,22,SUCCESS
2024-07-07,Other,1815,SUCCESS
2025-12-31,Healthcare,4573,SUCCESS
2024-03-28,Grocery,731,SUCCESS
2025-02-01,Transport,1413,SUCCESS
2025-03-27,Food,2459,SUCCESS
2026-04-02,Entertainment,1667,SUCCESS
2025-06-28,Entertainment,866,SUCCESS
2020-04-14,Education,5186,SUCCESS
2021-08-09,Food,572,SUCCESS
2022-03-27,Shopping,123,SUCCESS
2026-01-12,Food,1605,SUCCESS
2026-05-09,Food,1361,FAILED
2024-02-26,Utilities,3700,SUCCESS
2021-06-09,Utilities,4856,SUCCESS
2024-12-26,Food,224,FAILED
2023-08-16,Grocery,4772,SUCCESS
2023-12-12,Entertainment,3913,SUCCESS
2024-06-11,Grocery,532,SUCCESS
2021-07-26,Food,2248,SUCCESS
2023-03-12,Food,1577,SUCCESS
2025-06-02,Other,1686,SUCCESS
2022-03-08,Utilities,1984,SUCCESS
2023-02-01,Food,538,SUCCESS
2023-02-14,Utilities,844,SUCCESS
2018-10-13,Utilities,1464,SUCCESS
2021-03-13,Food,1287,SUCCESS
2025-11-01,Utilities,3058,SUCCESS
2025-02-01,Food,4182,SUCCESS
2021-12-10,Healthcare,22,SUCCESS
2024-02-02,Other,1205,SUCCESS
2025-02-21,Entertainment,22,FAILED
2021-12-26,Grocery,2359,SUCCESS
2022-03-22,Other,3137,SUCCESS
2026-02-13,Utilities,1136,SUCCESS
2020-06-02,Fuel,5811,SUCCESS
2021-02-24,Other,22,SUCCESS
2025-01-12,Healthcare,2894,SUCCESS
2022-03-31,Healthcare,1797,SUCCESS
2024-09-16,Food,1430,SUCCESS
2025-08-17,Other,3520,SUCCESS
2025-10-16,Shopping,1418,SUCCESS
2025-09-28,Utilities,3046,SUCCESS
2025-09-30,Healthcare,1413,SUCCESS
2023-12-26,Food,1883,SUCCESS
2023-11-09,Fuel,659,SUCCESS
2023-04-30,Grocery,754,SUCCESS
2023-05-25,Transport,1472,SUCCESS
2018-06-09,Other,2128,SUCCESS
2024-10-01,Fuel,2446,SUCCESS
2017-06-11,Utilities,1518,SUCCESS
2024-01-17,Other,428,SUCCESS
